source,event_or_hook,context
modules_Documentation.md,onContainerClose," onContainerClose -- callback = function(container) context.onContainerClose = function(callback)   return context.callback(""onContainer"
modules_Documentation.md,onContainerClose,"tainerClose = function(callback)   return context.callback(""onContainerClose"", callback) end  -- onContainerUpdateItem -- callback = fun"
modules_Documentation.md,onContainerUpdateItem,"turn context.callback(""onContainerClose"", callback) end  -- onContainerUpdateItem -- callback = function(container, slot, item, oldItem) cont"
modules_Documentation.md,onContainerUpdateItem,"callback = function(container, slot, item, oldItem) context.onContainerUpdateItem = function(callback)   return context.callback(""onContainer"
modules_Documentation.md,onContainerUpdateItem,"rUpdateItem = function(callback)   return context.callback(""onContainerUpdateItem"", callback) end  -- onMissle -- callback = function(missle)"
modules_Documentation.md,onMissle,"context.callback(""onContainerUpdateItem"", callback) end  -- onMissle -- callback = function(missle) context.onMissle = function("
modules_Documentation.md,onMissle,"ck) end  -- onMissle -- callback = function(missle) context.onMissle = function(callback)   return context.callback(""onMissle"", "
modules_Documentation.md,onMissle,"xt.onMissle = function(callback)   return context.callback(""onMissle"", callback) end  -- onAnimatedText -- callback = function(t"
modules_Documentation.md,onAnimatedText,"ck)   return context.callback(""onMissle"", callback) end  -- onAnimatedText -- callback = function(thing, text) context.onAnimatedText "
modules_Documentation.md,onAnimatedText," onAnimatedText -- callback = function(thing, text) context.onAnimatedText = function(callback)   return context.callback(""onAnimatedT"
modules_Documentation.md,onAnimatedText,"nimatedText = function(callback)   return context.callback(""onAnimatedText"", callback) end  -- onStaticText -- callback = function(thi"
modules_Documentation.md,onStaticText,"return context.callback(""onAnimatedText"", callback) end  -- onStaticText -- callback = function(thing, text) context.onStaticText = "
modules_Documentation.md,onStaticText,"-- onStaticText -- callback = function(thing, text) context.onStaticText = function(callback)   return context.callback(""onStaticTex"
modules_Documentation.md,onStaticText,"nStaticText = function(callback)   return context.callback(""onStaticText"", callback) end  -- onChannelList -- callback = function(ch"
modules_Documentation.md,onChannelList,"  return context.callback(""onStaticText"", callback) end  -- onChannelList -- callback = function(channels) context.onChannelList = fu"
modules_Documentation.md,onChannelList,"  -- onChannelList -- callback = function(channels) context.onChannelList = function(callback)   return context.callback(""onChannelLi"
modules_Documentation.md,onChannelList,"ChannelList = function(callback)   return context.callback(""onChannelList"", callback) end  -- onOpenChannel -- callback = function(ch"
modules_Documentation.md,onOpenChannel," return context.callback(""onChannelList"", callback) end  -- onOpenChannel -- callback = function(channelId, name) context.onOpenChann"
modules_Documentation.md,onOpenChannel,"OpenChannel -- callback = function(channelId, name) context.onOpenChannel = function(callback)   return context.callback(""onOpenChann"
modules_Documentation.md,onOpenChannel,"OpenChannel = function(callback)   return context.callback(""onOpenChannel"", callback) end  -- onCloseChannel -- callback = function(c"
modules_Documentation.md,onCloseChannel," return context.callback(""onOpenChannel"", callback) end  -- onCloseChannel -- callback = function(channelId) context.onCloseChannel = "
modules_Documentation.md,onCloseChannel,"-- onCloseChannel -- callback = function(channelId) context.onCloseChannel = function(callback)   return context.callback(""onCloseChan"
modules_Documentation.md,onCloseChannel,"loseChannel = function(callback)   return context.callback(""onCloseChannel"", callback) end  -- onChannelEvent -- callback = function(c"
modules_Documentation.md,onChannelEvent,"return context.callback(""onCloseChannel"", callback) end  -- onChannelEvent -- callback = function(channelId, name, event) context.onCh"
modules_Documentation.md,onChannelEvent,"vent -- callback = function(channelId, name, event) context.onChannelEvent = function(callback)   return context.callback(""onChannelEv"
modules_Documentation.md,onChannelEvent,"hannelEvent = function(callback)   return context.callback(""onChannelEvent"", callback) end  -- onTurn -- callback = function(creature,"
modules_Documentation.md,onTurn,"return context.callback(""onChannelEvent"", callback) end  -- onTurn -- callback = function(creature, direction) context.onTurn "
modules_Documentation.md,onTurn," onTurn -- callback = function(creature, direction) context.onTurn = function(callback)   return context.callback(""onTurn"", ca"
modules_Documentation.md,onTurn,"text.onTurn = function(callback)   return context.callback(""onTurn"", callback) end  -- onWalk -- callback = function(creature,"
modules_Documentation.md,onWalk,"back)   return context.callback(""onTurn"", callback) end  -- onWalk -- callback = function(creature, oldPos, newPos) context.on"
modules_Documentation.md,onWalk,"lk -- callback = function(creature, oldPos, newPos) context.onWalk = function(callback)   return context.callback(""onWalk"", ca"
modules_Documentation.md,onWalk,"text.onWalk = function(callback)   return context.callback(""onWalk"", callback) end  -- onImbuementWindow -- callback = functio"
modules_Documentation.md,onImbuementWindow,"back)   return context.callback(""onWalk"", callback) end  -- onImbuementWindow -- callback = function(itemId, slots, activeSlots, imbuemen"
modules_Documentation.md,onImbuementWindow,"(itemId, slots, activeSlots, imbuements, needItems) context.onImbuementWindow = function(callback)   return context.callback(""onImbuement"
modules_Documentation.md,onImbuementWindow,"ementWindow = function(callback)   return context.callback(""onImbuementWindow"", callback) end  -- onModalDialog -- callback = function(id"
modules_Documentation.md,onModalDialog,"urn context.callback(""onImbuementWindow"", callback) end  -- onModalDialog -- callback = function(id, title, message, buttons, enterBu"
modules_Documentation.md,onModalDialog,"choices, priority) -- priority is unused, ignore it context.onModalDialog = function(callback)   return context.callback(""onModalDial"
modules_Documentation.md,onModalDialog,"ModalDialog = function(callback)   return context.callback(""onModalDialog"", callback) end  -- onAttackingCreatureChange -- callback ="
modules_Documentation.md,onAttackingCreatureChange," return context.callback(""onModalDialog"", callback) end  -- onAttackingCreatureChange -- callback = function(creature, oldCreature) context.onAtt"
modules_Documentation.md,onAttackingCreatureChange,"hange -- callback = function(creature, oldCreature) context.onAttackingCreatureChange = function(callback)   return context.callback(""onAttacking"
modules_Documentation.md,onAttackingCreatureChange,"atureChange = function(callback)   return context.callback(""onAttackingCreatureChange"", callback) end  -- onManaChange -- callback = function(pla"
modules_Documentation.md,onManaChange,"ext.callback(""onAttackingCreatureChange"", callback) end  -- onManaChange -- callback = function(player, mana, maxMana, oldMana, oldM"
modules_Documentation.md,onManaChange,"unction(player, mana, maxMana, oldMana, oldMaxMana) context.onManaChange = function(callback)   return context.callback(""onManaChang"
modules_Documentation.md,onManaChange,"nManaChange = function(callback)   return context.callback(""onManaChange"", callback) end  -- onAddItem - callback = function(contain"
modules_Documentation.md,onAddItem,"  return context.callback(""onManaChange"", callback) end  -- onAddItem - callback = function(container, slot, item, oldItem) conte"
modules_Documentation.md,onAddItem,"callback = function(container, slot, item, oldItem) context.onAddItem = function(callback)   return context.callback(""onAddItem"","
modules_Documentation.md,onAddItem,"t.onAddItem = function(callback)   return context.callback(""onAddItem"", callback) end  -- onRemoveItem - callback = function(cont"
modules_Documentation.md,onRemoveItem,"k)   return context.callback(""onAddItem"", callback) end  -- onRemoveItem - callback = function(container, slot, item) context.onRemo"
modules_Documentation.md,onRemoveItem,"veItem - callback = function(container, slot, item) context.onRemoveItem = function(callback)   return context.callback(""onRemoveIte"
modules_Documentation.md,onRemoveItem,"nRemoveItem = function(callback)   return context.callback(""onRemoveItem"", callback) end  -- onStatesChange - callback = function(pl"
modules_Documentation.md,onStatesChange,"  return context.callback(""onRemoveItem"", callback) end  -- onStatesChange - callback = function(player, states, oldStates) context.on"
modules_Documentation.md,onStatesChange,"ge - callback = function(player, states, oldStates) context.onStatesChange = function(callback)   return context.callback(""onStatesCha"
modules_Documentation.md,onStatesChange,"tatesChange = function(callback)   return context.callback(""onStatesChange"", callback) end  -- onGameEditText - callback = function(id"
modules_Documentation.md,onGameEditText,"return context.callback(""onStatesChange"", callback) end  -- onGameEditText - callback = function(id, itemId, maxLength, text, writer, "
modules_Documentation.md,onGameEditText,"function(id, itemId, maxLength, text, writer, time) context.onGameEditText = function(callback)   return context.callback(""onGameEditT"
modules_Documentation.md,onGameEditText,"ameEditText = function(callback)   return context.callback(""onGameEditText"", callback) end  -- onSpellCooldown - callback = function(i"
modules_Documentation.md,onSpellCooldown,"return context.callback(""onGameEditText"", callback) end  -- onSpellCooldown - callback = function(iconId, duration) context.onSpellCool"
modules_Documentation.md,onSpellCooldown,"ellCooldown - callback = function(iconId, duration) context.onSpellCooldown = function(callback)   return context.callback(""onSpellCool"
modules_Documentation.md,onSpellCooldown,"ellCooldown = function(callback)   return context.callback(""onSpellCooldown"", callback) end  -- onGroupSpellCooldown - callback = funct"
modules_Documentation.md,onGroupSpellCooldown,"eturn context.callback(""onSpellCooldown"", callback) end  -- onGroupSpellCooldown - callback = function(iconId, duration) context.onGroupSpel"
